dummy,Announced_Date,Target_Company,Target_Description,Target_City,Target_Website,Target_Sector,Target_Country,Bidder_Company,Bidder_Description,Bidder_Website,Bidder_Sector,Bidder_Country,Seller_Company,Seller_Description,Seller_Website,Seller_Sector,Seller_Country,Implied_Equity_Value_(m),Net_Debt_(m),Enterprise_Value_(m),Reported_Revenue_(m)_Y1,Reported_EBITDA_(m)_Y1,Reported_EBIT_(m)_Y1,Reported_Earnings_(m)_Y1,Reported_Revenue_Multiple_Y1,Reported_EBIT_Multiple_Y1,Reported_EBITDA_Multiple_Y1,Reported_PE_Multiple_Y1,Consideration,Deal_Description,Deal_Value_USD(m)
,25/12/23,"CELSYS, Inc. (9.75% Stake)","listed Japan based company engaged in graphic applications, solutions planning and development",Tokyo,http://www.celsys.co.jp/,Computer software,Japan,LINE Digital Frontier Corporation; Webtoon Entertainment Inc,Japan-based operator of online comic websites; Media-Digital Content Company focused on providing entertainment contents.,https://www.webtoons.com/,Internet / ecommerce; Media,USA,,,,,,,,,,,,,,,,,,"LINE Digital Frontier Co Ltd, the Japan based providing online comic publishing service and a subsidiary of Webtoon Entertainment Inc, has acquired 9.75% stake, or some newly issued shares in Celsys Inc, the Japan based developer and seller of digital animation software. The terms of the deal were undisclosed.",
,25/12/23,Tokyo Artisan Intelligence Co Ltd,"Software-Computer, Traditional & Other. Software company engaged with developing AI tool system.",Yokohama,https://tokyo-ai.co.jp/,Computer software,Japan,Mitsui Sumitomo Insurance Venture Capital Co Ltd,"Japan-based venture capital firm, is a subsidiary of Mitsui Sumitomo Insurance Group Holdings, Inc. It invests in companies engaged in the biotechnology, healthcare, electronics, semiconductor, telecommunications, energy, new material, environment, real estate, construction, financial services, consumer products, consumer services, nanotechnology, IT services, manufacturing, and media sector.",http://www.msivc.co.jp/index.html,Financial Services,Japan,,,,,,,,,,,,,,,,,Cash (USD 0.3500),"Tokyo Artisan Intelligence Co Ltd, the Japan based developing AI tool system, announced it has secured Y50m ($0.35m) in a series B2 round financing led by Mitsui Sumitomo Insurance Venture Capital Co Ltd, the local venture capital firm.",0.35
,25/12/23,Shinwa Vanes Co Ltd (90% Stake),Heating equipment manufacturer for industry.,,https://vanes.co.jp/,Industrial products and services,Japan,Riken Corp; NPR-Riken Corporation,Manufacturer of piston rings.; Japan-based auto parts maker (joint holding company between Nippon Piston Ring and Riken Corp to be established in April 2023),http://www.rikencorp.com,Automotive; Automotive,Japan,"Endeavour United Co., Ltd.","Japan-based private equity fund management company, and a subsidiary of Phoenix Capital Co., Ltd. The firm focuses buyout investments in medium to long term corporates.
It has set up 2 funds ""Endeavour United Investment Business Limited Partnership (""EUF"")"" and ""Endeavour II United Investment Business Limited Partnership (""EUF-2"") "". ""EUF"" launched in March 2016 and closed at the size of JPY 22.7bn. ""EUF-2"" launched in September 2018 with a target size of JPY 35bn.
Endeavour United was established as a subsidiary of Phoenix Capital, a Japan-based private equity firm specializes in leveraged buyouts, management buyouts, turnarounds, mezzanine, and debt-equity swap investments, in April 2014. Phoenix Capital transferred its investment function to Endeavour United in March 2016. Later in December 2017, Phoenix Capital dissolved Nippon Revival Investments, a principle investment firm and a subsidiary of Phoenix Capital, and transferred its business to Endeavour United.
Phoenix Capital and its subsidiaries have raised JPY 290 billion in 10 funds and invested JPY 250 billion in approximately 50 companies since the group foundation in 2002.",http://www.endeavourunited.co.jp/,Financial Services,Japan,,,,,,,,,,,,,"NPR-Riken Corp, the Japan based auto parts maker, announced its subsidiary Riken Corp, the local manufacturer of piston rings, will acquire 90% stake, or 28,440 shares in Shinwa Vanes Co Ltd, the local heating equipment manufacturer, from Endeavour United Co Ltd, the local private equity fund management company, in Feb 2024. The teams of the deal were undisclosed. The transaction provides an exit strategy for Endeavour United Co Ltd",
,25/12/23,Hiramatsu Shoten Co ltd (100% Stake),Sweet potato products manufacturer.,Kakegawa,https://www.hiramatsu-s.co.jp/,Consumer: Foods,Japan,"Meito Sangyo Co., Ltd.",Listed Japan-based company involved in manufacture and sale of food products.,http://www5.mediagalaxy.co.jp/meito/,Consumer: Foods,Japan,Yuka Sekiya (Private Individual); Kazuki Sekiya (Private Individual); Masami Hiramatsu (Private Individual); Fumiyo Hiramatsu (Private Individual),Private individual.; Private individual.; Private individual.; Private individual.,,Financial Services; Financial Services; Financial Services; Financial Services,Japan,,,,,,,,,,,,,"Meito Sangyo Co Ltd, the Japan based manufacturer of chocolate, candies, ice cream, powdered and canned soft drinks, announced it will acquire all shares in Oimoya Co Ltd, the local operating online shop of confectionery and flowers, from Oimoya Seven LLC, the local asset manager, on Jan 22, 2024. The terms of the deal were undisclosed. Meito Sangyo also simultaneously will acquire all shares in Hiramatsu Shoten Co Ltd, the local sweet potato products manufacturer, from its four existing managers, Mrs. Yuka Sekiya, Mr. Kazuki Sekiya, Mr. Masami Hiramatsu and Ms. Fumiyo Hiramatsu.",
,25/12/23,Oimoya Co Ltd (100% Stake),Software-E-Commerce company engaged with operating online shop of confectionery and flowers.,Kakegawa,https://www.oimoya.net/,Computer software,Japan,"Meito Sangyo Co., Ltd.",Listed Japan-based company involved in manufacture and sale of food products.,http://www5.mediagalaxy.co.jp/meito/,Consumer: Foods,Japan,Oimoya Seven LLC,Asset manager.,,Financial Services,Japan,,,,,,,,,,,,,"Meito Sangyo Co Ltd, the Japan based manufacturer of chocolate, candies, ice cream, powdered and canned soft drinks, announced it will acquire all shares in Oimoya Co Ltd, the local operating online shop of confectionery and flowers, from Oimoya Seven LLC, the local asset manager, on Jan 22, 2024. The terms of the deal were undisclosed. Meito Sangyo also simultaneously will acquire all shares in Hiramatsu Shoten Co Ltd, the local sweet potato products manufacturer, from its four existing managers, Mrs. Yuka Sekiya, Mr. Kazuki Sekiya, Mr. Masami Hiramatsu and Ms. Fumiyo Hiramatsu.",
,25/12/23,Moriha Shigyo Co Ltd (100% Stake),Corrugated box manufacturer.,,https://www.iihako.com/,Manufacturing (other),Japan,Oji Holdings Corp,"Manufacturer of paper related household and industrial materials such as containerboard, corrugated container, packaging and sanitary papers and paper bags.",https://www.ojiholdings.co.jp/,"Agriculture,Industrial products and services,Manufacturing (other),Real Estate",Japan,,,,,,7.4552,,7.4552,14.07,,0.728,0.49,0.5299,10.2407,,15.0727,Equity (USD 7.4552),"Oji Holdings Corp, the Japan based manufacturer of paper related household and industrial materials such as containerboard, corrugated container, packaging and sanitary papers and paper bags, announced it will acquire all shares in Moriha Shigyo Co Ltd, the local corrugated box manufacturer, through simplified stock exchange on Feb 1, 2024. One Moriha Shigyo share will be exchange for 1,803 Oji Holding shares. In the share exchange, Oji Holdings plans to appropriate 1,983,300 treasury shares and does not plan to issue new shares. Based on the closing share price on the day before announcement date, it would have a market value of Y1.07bn ($7.48m).",7.4552
,25/12/23,Hitowa Holdings Co Ltd (100% Stake),Holding company with subsidiaries engaged in providing house cleaning and nursing care services.,Tokyo,https://www.hitowa.com/holdings/,Services (other),Japan,MBK Partners Inc.,"North Asia-focused private equity house with offices in South Korea, Japan, and Greater China. With more than USD 22bn in capital under management, it operates multiple buyouts and special situation funds in the regions where it presents. MBK Partners' investors include government agencies, public and corporate pension funds, financial institutions, funds of funds, and university endowments from South Korea, China, Japan, Southeast Asia, North America, Western Europe, and the Middle East. 

It was established in March 2005 by six founding members, including Michael Kim, who worked together for many years at a global private equity organization.",http://www.mbkpartnerslp.com/,Financial Services,South Korea,Polaris Capital Group Co Ltd,"Japan-based private equity firm focusing on buyout investments in Japanese companies in manufacturing with globally competitive technologies/patents and in consumer goods, retail, logistics and other services possessing strong brands or unique business models with potential to expand into the overseas markets.
The firm usually invests in a corporation or a business division with Enterprise Value of JPY10 billion to JPY50 billion for a majority of voting rights (preferably more than 2/3)or a minority of voting rights (about 1/3) can be considered if sufficient control on governance and exit strategies are secured through Agreement among Shareholders with aim for an Exit within 3 to 5 years via trade sale to strategic/financial buyers or IPO.
Since its inception, Polaris has invested in about 30 Japanese companies with a persistent focus on Business Succession from individual owners and Carve-out from large conglomerates since its inception in 2004.
Polaris's cumulative capital raised reached almost JPY200 billion as of April 2017. Polaris newly formed  Polaris Private Equity Fund IV, L.P. in December 2016 with a final close amount of JPY 37.65bn.
The firm is headquartered in Tokyo and has a branch in Osaka.
Yuji Kimura was named as President and Shuichi Takahashi as Chairman since June 2006.",https://www.polaris-cg.com/,Financial Services,Japan,630,,630,,,,,,,,,,"MBK Partners Ltd, the South Korea based north Asia-focused private equity house, will acquire all shares in Hitowa Holdings Co Ltd, the local holding company with subsidiaries engaged in providing house cleaning and nursing care services, from Polaris Capital Group Co Ltd, the local private equity firm. The teams of the deal were undisclosed. According to Nikkei, the consideration is about Y90bn ($631.73m),",630
,25/12/23,AnchorZ Inc,"Software-Computer, Traditional & Other. Software company engaged with developing marketing tool.",,https://www.anchorz.co.jp/,Computer software,Japan,Rikei Corporation,"Listed Japan-based company engaged in system and network solution, as well as the manufacturing of electrical components",https://www.rikei.co.jp/en/company/outline/,"Computer services,Computer software,Industrial: Electronics",Japan,,,,,,,,,,,,,,,,,,"Rikei Corp, the Japan based trader of electronic equipment, components and materials, announced it has acquire some newly issued shares in AnchorZ Inc, the local developing marketing tool. The terms of the deal were undisclosed.",
,25/12/23,Zhangbei Ertai Wind Power Co Ltd (60% Stake),Renewable Energy: Wind farm operator.,,,Energy,China,Undisclosed Acquirer,Undisclosed Acquirer.,,,China,Windey Energy Technology Group Co Ltd,"China-based SZSE-listed company headquartered in Hangzhou city, Zhejiang province, is engaged in wind turbine manufacture",http://www.chinawindey.com,"Energy,Industrial products and services,Services (other)",China,42.778,,42.778,9.2055,,0.6622,0.3391,4.7925,66.6236,,130.1154,Cash (USD 25.6668),"10 Nov 23 - Zhejiang Windey Co Ltd, the China based wind turbine manufacturer is reportedly seeking buyers for Zhangbei Ertai Wind Power Co Ltd, the China based renewable Energy: Wind farm operator. The terms of the deal were undisclosed. 25 Dec 23 - A China based undisclosed acquirer has acquired 60% of Zhangbei Ertai Wind Power Co Ltd. The consideration was RMB182.68m ($25.61m).",25.6668
,25/12/23,"Shanghai Sanjiu Copper Co., Ltd. (30% Stake)",Shanghai-based company engaged in manufacturing copper wires,,,Industrial products and services,China,Undisclosed Acquirer,Undisclosed Acquirer.,,,China,Shanghai Power Cable Engineering Co Ltd,Chinese state-controlled company engaged in installation of electricity cables,,Industrial: Electronics,China,34.3835,,34.3835,,,,,,,,,Cash (USD 10.3150),"Shanghai Power Cable Engineering Co Ltd, the China based state-controlled company engaged in installation of electricity cables is reportedly seeking buyers for Shanghai Sanjiu Copper Co Ltd, the China based company engaged in manufacturing copper wires. The consideration was RMB 81.807m ($11.203m). 25 Dec 23 - A China based undisclosed acquirer has acquired 30% of Shanghai Sanjiu Copper Co Ltd, the local shanghai-based company engaged in manufacturing copper wires from Shanghai Power Cable Engineering Co Ltd, the local state-controlled company engaged in installation of electricity cables. The consideration was RMB 73.63m.",10.315
,25/12/23,Anhui Functional Polymer Material Analysis Research Co Ltd (100% Stake),Company engaged in providing material testing and investigation services.,,,Services (other),China,Undisclosed Acquirer,Undisclosed Acquirer.,,,China,Tongcheng State-owned Asset Management Center,State-owned asset management organisation.,,Services (other),China,5.4111,,5.4111,,,,,,,,,Cash (USD 5.4111),"Tongcheng State-owned Asset Management Center, the China based state-owned asset management organisation is reportedly seeking buyers for Anhui Functional Polymer Material Analysis Research Co Ltd, the China based company engaged in providing material testing and investigation services. The consideration was RMB 38.62m ($5.31m). 25 Dec 23 - A China based undisclosed acquirer has acquired Anhui Functional Polymer Material Analysis Research Co Ltd, the local company engaged in providing material testing and investigation services from Tongcheng State-owned Asset Management Center, the local state-owned asset management organisation. The consideration was RMB 38.62m.",5.4111
